member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
1301984,2500,2500,2500.0,36,13.49,84.83,C,C1,Bartell Drugs,4,RENT,27200.0,Not Verified,2011-12-01,1,debt_consolidation,zipcar,981xx,WA,6.44,2008-07-01,0,84.0,6,3473,68.1,6,3050.276004,3050.28,2500.0,550.28,0.0,0.0,2015-01-01,95.98,2014-12-01
1301961,7325,7325,7325.0,36,12.69,245.72,B,B5,Sensus Healthcare,1,RENT,42000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,330xx,FL,22.57,1996-05-01,3,65.0,12,7281,65.0,29,8844.700842,8844.7,7325.0,1519.7,0.0,0.0,2015-01-01,249.25,2015-01-01
1301944,4000,4000,4000.0,36,12.42,133.67,B,B4,walgreens,5,RENT,135000.0,Verified,2011-12-01,1,credit_card,credit card consolidation,103xx,NY,12.12,2004-01-01,3,84.0,11,29311,85.7,21,4337.11,4337.11,4000.0,337.11,0.0,0.0,2012-10-01,3270.11,2015-11-01
1301744,10000,10000,10000.0,36,13.49,339.31,C,C1,Edgestone Real Estate,5,RENT,65000.0,Not Verified,2011-12-01,0,small_business,Small Business Loan,927xx,CA,6.92,1999-12-01,2,19.0,12,14292,69.5,17,9270.84,9270.84,6799.56,2011.75,459.53,4.4878,2014-03-01,339.31,2014-07-01
1301933,7750,7750,7750.0,36,17.27,277.36,D,D3,US Bank,1,RENT,24000.0,Not Verified,2011-12-01,0,debt_consolidation,Payoff Loan,601xx,IL,16.1,2004-09-01,1,41.0,4,2348,67.1,7,6934.0,6934.0,4935.39,1986.7,11.91,0.0,2014-01-01,277.36,2016-01-01
1294536,20000,20000,20000.0,60,20.89,539.84,F,F1,Independent Imaging,6,RENT,70000.0,Source Verified,2011-12-01,0,debt_consolidation,Loan to pay off Credit cards,334xx,FL,16.63,2002-11-01,1,84.0,10,10470,79.9,24,5425.96,5425.96,1318.27,3034.08,1073.61,10.48,2012-10-01,591.09,2013-02-01
1301036,9600,9600,9600.0,36,12.42,320.79,B,B4,Express LLC,10,RENT,65000.0,Verified,2011-12-01,1,debt_consolidation,GetoutofDebt,117xx,NY,11.65,2002-08-01,0,84.0,6,11279,70.9,11,11337.71,11337.71,9600.0,1737.71,0.0,0.0,2014-01-01,3643.9,2016-01-01
1301506,21000,21000,21000.0,60,11.71,464.07,B,B3,Calix,3,RENT,60000.0,Not Verified,2011-12-01,0,debt_consolidation,Consolidate me 2011,931xx,CA,6.62,1990-12-01,0,84.0,7,10543,79.9,11,3708.24,3708.24,2142.87,1565.37,0.0,0.0,2012-08-01,464.07,2012-08-01
1301703,14000,14000,14000.0,36,10.65,456.03,B,B2,MetLife,3,RENT,30000.0,Source Verified,2011-12-01,1,credit_card,Credit Consolidation,063xx,CT,15.52,2006-09-01,0,84.0,7,15542,65.6,14,15200.08,15200.08,14000.0,1200.08,0.0,0.0,2012-12-01,10643.16,2012-12-01
1300973,13350,13350,13350.0,36,12.42,446.1,B,B4,Cajon Valley Union School District,10,RENT,43000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation Loan,920xx,CA,20.57,1999-05-01,0,84.0,7,11531,95.3,15,16058.39442,16058.39,13350.0,2708.39,0.0,0.0,2015-01-01,449.39,2016-01-01
1301699,15000,15000,15000.0,36,16.77,533.08,D,D2,Schneider National Inc,10,RENT,42000.0,Verified,2011-12-01,0,debt_consolidation,Debt Consolidation Loan,543xx,WI,19.63,2001-08-01,2,84.0,10,8238,74.9,38,13373.77,13373.77,8365.66,3923.4,1084.71,40.78310001,2014-04-01,188.69,2014-04-01
1301481,15000,15000,15000.0,36,17.27,536.81,D,D3,Santa Clara County Public Defender,8,RENT,75000.0,Source Verified,2011-12-01,0,debt_consolidation,debt consolidation,951xx,CA,16.03,1991-03-01,0,48.0,10,13505,75.9,17,10198.4,10198.4,6944.85,3238.39,15.16,5.64,2013-08-01,536.81,2016-01-01
1277832,11000,11000,10750.0,60,13.49,253.06,C,C1,Department Of Health,10,MORTGAGE,129000.0,Verified,2011-12-01,1,debt_consolidation,Breathing Room,927xx,CA,10.94,1997-11-01,0,80.0,10,1735,24.1,31,12119.38,11843.35,8158.5,3960.88,0.0,0.0,2015-12-01,253.06,2016-01-01
1301459,35000,35000,35000.0,36,10.65,1140.07,B,B2,baylor college of medicine,2,MORTGAGE,168000.0,Verified,2011-12-01,1,debt_consolidation,pertsonal loan,775xx,TX,3.17,2002-12-01,1,22.0,16,1099,1.4,22,38059.76,38059.76,35000.0,3059.76,0.0,0.0,2013-10-01,272.59,2013-09-01
1301465,9000,9000,9000.0,36,10.65,293.16,B,B2,No Title,9,MORTGAGE,74000.0,Source Verified,2011-12-01,1,credit_card,Credit Card Refi,570xx,SD,8.89,1998-09-01,0,84.0,7,7388,71.7,10,10552.7928,10552.79,9000.0,1552.79,0.0,0.0,2015-01-01,6.65,2016-01-01
1292842,22475,22475,22425.0,60,15.27,537.87,C,C4,EDIT,7,MORTGAGE,52000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,038xx,NH,15.23,1989-09-01,1,84.0,7,18554,61.8,23,25796.01,25738.74,16512.33,9283.68,0.0,0.0,2015-12-01,537.87,2016-01-01
1301632,16000,16000,16000.0,36,12.69,536.72,B,B5,Marsh,1,RENT,58500.0,Source Verified,2011-12-01,0,debt_consolidation,Consolidation,606xx,IL,20.64,1994-09-01,0,84.0,8,26224,89.3,10,12295.72,12295.72,9479.47,2778.95,10.47,1.779900003,2014-05-01,528.58,2016-01-01
1301658,13500,13500,13500.0,36,12.69,452.86,B,B5,AAVMC,5,RENT,71000.0,Source Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,221xx,VA,11.97,1998-12-01,2,84.0,4,6681,77.7,11,16301.54517,16301.55,13500.0,2801.55,0.0,0.0,2015-01-01,456.95,2014-12-01
1301436,24000,24000,24000.0,36,12.69,805.08,B,B5,State of Washington,10,RENT,75000.0,Verified,2011-12-01,1,debt_consolidation,consolidate,985xx,WA,11.6,1996-05-01,0,84.0,10,21609,84.6,33,28978.67895,28978.68,24000.0,4978.68,0.0,0.0,2015-01-01,819.13,2016-01-01
1301654,12000,12000,12000.0,36,10.65,390.88,B,B2,PURE FLO WATER COMPANY,5,RENT,60000.0,Not Verified,2011-12-01,1,credit_card,CREDIT CARD PAYOFF,920xx,CA,10.84,2002-06-01,1,84.0,12,11849,48.8,18,14070.39864,14070.4,12000.0,2070.4,0.0,0.0,2015-01-01,396.1,2016-01-01
1301634,8400,8400,8150.0,60,16.77,207.73,D,D2,City of new york,5,RENT,87996.0,Not Verified,2011-12-01,1,major_purchase,Ring,113xx,NY,11.35,2003-09-01,0,84.0,8,9551,80.3,13,9940.54,9643.84,6104.36,3836.18,0.0,0.0,2015-12-01,207.73,2016-01-01
1300826,28000,28000,27975.0,60,17.58,704.64,D,D4,Cisco Systems Inc.,5,MORTGAGE,140000.0,Verified,2011-12-01,1,home_improvement,"70%Attached room,30%cc-loanconsolidation",275xx,NC,12.07,2006-07-01,1,84.0,13,2686,13.4,24,28411.15,28385.78,28000.0,411.15,0.0,0.0,2012-01-01,28412.43,2012-01-01
1301392,14000,14000,14000.0,36,6.62,429.86,A,A2,US Air Force,10,RENT,66000.0,Source Verified,2011-12-01,1,debt_consolidation,Pay off debt,236xx,VA,11.15,1999-09-01,1,84.0,7,12095,35.4,46,15450.08422,15450.08,14000.0,1450.08,0.0,0.0,2014-09-01,2133.17,2014-08-01
1301405,12000,12000,12000.0,36,14.27,411.71,C,C2,Corning Inc.,8,MORTGAGE,70000.0,Not Verified,2011-12-01,0,other,Debt Consolidation Loan,148xx,NY,8.4,2005-08-01,1,84.0,7,11546,86.2,12,4241.16,4241.16,2534.26,1163.48,543.42,5.32,2012-10-01,411.71,2013-02-01
1301397,25000,25000,25000.0,36,11.71,826.9,B,B3,UPS,10,MORTGAGE,100000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation Loan,028xx,RI,6.88,1986-12-01,1,84.0,8,21128,89.1,18,29277.57384,29277.57,25000.0,4277.57,0.0,0.0,2014-09-01,1122.55,2014-08-01
1299445,9000,9000,9000.0,36,12.69,301.91,B,B5,Gilbert Express,5,RENT,50000.0,Source Verified,2011-12-01,1,debt_consolidation,Debt Consolidation Loan,115xx,NY,17.81,2001-12-01,1,84.0,13,12752,55.4,21,10867.20998,10867.21,9000.0,1867.21,0.0,0.0,2015-01-01,306.11,2015-09-01
1301395,13250,13250,13250.0,36,10.65,431.6,B,B2,Talbert House,4,RENT,35000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation Loan,450xx,OH,24.93,2002-10-01,2,84.0,11,13392,58.7,25,15535.93186,15535.93,13250.0,2285.93,0.0,0.0,2015-01-01,437.68,2016-01-01
1293509,20000,20000,20000.0,36,13.49,678.61,C,C1,No Title,6,RENT,75000.0,Verified,2011-12-01,1,debt_consolidation,LC Loan,921xx,CA,22.38,1998-11-01,1,84.0,7,19548,90.8,17,23861.58,23861.58,20000.0,3861.58,0.0,0.0,2014-01-01,8269.74,2016-01-01
1301384,3000,3000,3000.0,36,14.65,103.49,C,C3,Kohls Corporation,5,RENT,71000.0,Verified,2011-12-01,1,medical,Medical,532xx,WI,21.84,2003-11-01,1,59.0,4,15072,88.7,14,3723.936325,3723.94,3000.0,723.94,0.0,0.0,2015-01-01,107.29,2016-01-01
1301585,7350,7350,7350.0,36,10.65,239.42,B,B2,"Hospice Peachtree, LLC",10,MORTGAGE,48000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt consolidation,729xx,AR,11.93,2006-02-01,0,84.0,5,15587,77.5,5,8616.33002,8616.33,7350.0,1266.33,0.0,0.0,2015-01-01,249.88,2016-01-01
1301365,11500,11500,11500.0,36,15.27,400.18,C,C4,Merks Bar and Grill,5,RENT,36000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt consolidation,321xx,FL,21.1,1998-08-01,1,54.0,7,8969,76.7,14,14400.49925,14400.5,11500.0,2900.5,0.0,0.0,2015-01-01,416.2,2015-06-01
1260676,13650,13650,13650.0,36,12.42,456.12,B,B4,ITT Aerospace Controls,10,MORTGAGE,86000.0,Not Verified,2011-12-01,0,debt_consolidation,Debt Consolidation,913xx,CA,12.29,1994-05-01,1,84.0,12,16140,73.4,34,8203.29,8203.29,5810.73,1931.92,460.64,4.64,2013-05-01,456.12,2013-10-01
1301027,10500,10500,10500.0,36,16.29,370.66,D,D1,Butte Community College,3,RENT,30000.0,Source Verified,2011-12-01,0,debt_consolidation,Personal,959xx,CA,15.0,2007-11-01,1,84.0,7,5379,55.5,8,2222.16,2222.16,1414.89,807.27,0.0,0.0,2012-07-01,370.66,2016-01-01
1301536,12000,12000,11975.0,36,9.91,386.7,B,B1,Deloitte Tax LLP,2,RENT,60000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt consolidation,941xx,CA,15.5,2003-06-01,0,84.0,7,12168,85.7,21,13919.41387,13890.44,12000.0,1919.41,0.0,0.0,2015-01-01,395.05,2014-12-01
1301534,6000,6000,6000.0,36,8.9,190.52,A,A5,BMW,3,RENT,34000.0,Not Verified,2011-12-01,1,credit_card,US Bank Full,432xx,OH,14.51,2004-11-01,2,84.0,9,13683,64.8,16,6857.261151,6857.26,6000.0,857.26,0.0,0.0,2015-01-01,198.16,2014-12-01
1301527,11500,11500,11500.0,36,15.27,400.18,C,C4,Eel River Brewing Co.,10,MORTGAGE,44200.0,Verified,2011-12-01,1,credit_card,Credit Card,955xx,CA,21.69,2004-08-01,1,84.0,9,13147,90.0,11,13598.01,13598.01,11500.0,2098.01,0.0,0.0,2013-07-01,6821.51,2016-01-01
1301115,7000,7000,7000.0,36,12.42,233.91,B,B4,johns hopkins hospital,7,MORTGAGE,82000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,217xx,MD,12.0,2002-06-01,1,79.0,6,25334,71.6,31,8290.73,8290.73,7000.0,1290.73,0.0,0.0,2014-02-01,2454.29,2016-01-01
1300906,29500,29500,28513.45925,60,20.3,786.51,E,E5,United States DHS,6,MORTGAGE,83000.0,Source Verified,2011-12-01,1,debt_consolidation,debt consolidation ,880xx,NM,20.93,1990-12-01,0,84.0,12,22087,89.8,35,45755.22998,43294.39,29500.0,16255.23,0.0,0.0,2015-10-01,9781.44,2016-01-01
1301028,2000,2000,2000.0,36,15.27,69.6,C,C4,The University of Texas,2,RENT,41000.0,Verified,2011-12-01,1,moving,moving,770xx,TX,17.74,2004-06-01,1,84.0,7,18115,96.4,11,2520.4,2520.4,2000.0,505.4,0.0,0.0,2015-01-01,15.88,2016-01-01
1301015,11625,11625,11625.0,36,13.49,394.45,C,C1,USD 362,1,MORTGAGE,36000.0,Source Verified,2011-12-01,1,credit_card,CC Debt,660xx,KS,19.33,1993-02-01,1,84.0,17,19979,84.7,31,14196.26824,14196.27,11625.0,2571.27,0.0,0.0,2015-01-01,406.12,2016-01-01
1295793,15075,15075,15075.0,36,14.27,517.21,C,C2,JPMorgan Chase Bank,10,RENT,35000.0,Verified,2011-12-01,0,debt_consolidation,Debt Consolidation Loan,770xx,TX,20.16,2000-08-01,1,84.0,7,10570,89.6,14,15502.77,15502.77,11609.04,3374.45,519.28,5.036800002,2014-06-01,517.21,2014-10-01
1289006,5300,5300,5300.0,36,15.27,184.43,C,C4,Windsor Marketing Group,1,RENT,30000.0,Verified,2011-12-01,1,credit_card,Consolidate Closed Credit Accounts,062xx,CT,24.88,2005-06-01,2,84.0,11,7855,82.7,13,6622.546709,6622.55,5300.0,1322.55,0.0,0.0,2014-10-01,741.85,2016-01-01
1270873,8200,8200,8200.0,36,6.62,251.77,A,A2,new view gifts & accessories,1,RENT,40000.0,Source Verified,2011-12-01,1,home_improvement,remodel,193xx,PA,11.1,2000-10-01,1,84.0,7,2573,25.5,11,9062.49784,9062.5,8200.0,862.5,0.0,0.0,2015-01-01,260.69,2016-01-01
1299103,12000,12000,12000.0,36,12.42,400.99,B,B4,Sigma Relocation Group,9,MORTGAGE,105000.0,Not Verified,2011-12-01,1,credit_card,Credit Card Consolidation,750xx,TX,13.98,1991-11-01,1,65.0,10,11243,75.0,25,14431.97856,14431.98,12000.0,2431.98,0.0,0.0,2015-01-01,413.19,2015-12-01
1284024,8650,8650,8650.0,36,14.27,296.78,C,C2,Best buy,4,MORTGAGE,45000.0,Source Verified,2011-12-01,1,credit_card,Credit card payoff ,335xx,FL,7.6,2005-05-01,2,44.0,14,6602,58.9,23,10678.68477,10678.68,8650.0,2028.68,0.0,0.0,2015-01-01,312.44,2014-12-01
1300858,21000,11800,11500.0,60,17.27,294.98,D,D3,New Jersey Institute Of Technology (NJIT,10,MORTGAGE,109000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,070xx,NJ,7.75,1973-12-01,0,84.0,9,25435,50.3,16,14117.18,13757.71,8549.22,5567.96,0.0,0.0,2015-12-01,294.98,2016-01-01
1300852,16000,16000,16000.0,60,17.27,399.97,D,D3,JP Morgan Chase Bank,2,RENT,50000.0,Source Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,761xx,TX,11.04,2001-05-01,0,64.0,10,15788,42.2,16,19183.22,19183.22,11613.1,7570.12,0.0,0.0,2015-12-01,399.97,2016-01-01
1300945,12000,12000,11975.0,36,12.42,400.99,B,B4,PricewaterhouseCoopers,2,RENT,83000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,941xx,CA,11.81,2001-08-01,2,52.0,14,16550,51.1,61,14432.31018,14402.27,12000.0,2432.31,0.0,0.0,2015-01-01,411.96,2016-01-01
1300982,9500,9500,9500.0,36,12.69,318.68,B,B5,San Diego Unified School District,1,MORTGAGE,52500.0,Source Verified,2011-12-01,0,moving,Moved to California,921xx,CA,23.54,1999-07-01,2,84.0,14,23729,75.3,42,7002.16,7002.16,5366.65,1635.51,0.0,0.0,2013-11-01,318.68,2016-01-01
1300831,7400,7400,7400.0,36,13.49,251.09,C,C1,RMS/iQor,1,OWN,25000.0,Source Verified,2011-12-01,1,debt_consolidation,consolihappydaytion,857xx,AZ,8.45,1990-03-01,0,84.0,5,5199,92.8,13,9037.69568,9037.7,7400.0,1637.7,0.0,0.0,2015-01-01,255.3,2015-12-01
1300823,14400,14400,14400.0,36,13.49,488.6,C,C1,big m inc,10,MORTGAGE,60000.0,Not Verified,2011-12-01,1,debt_consolidation,debt cosolidate,334xx,FL,16.92,1996-03-01,1,57.0,15,23317,65.0,26,15453.51,15453.51,14400.0,1053.51,0.0,0.0,2012-08-01,12526.96,2015-11-01
1292408,24250,18100,18075.0,60,23.91,519.76,G,G4,"MAll SPE, LLC",7,MORTGAGE,120000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,850xx,AZ,12.96,2000-04-01,3,84.0,7,31992,99.0,20,22188.25,22157.63,18100.0,4088.25,0.0,0.0,2012-12-01,16499.75,2014-09-01
1300949,7200,7200,7200.0,36,7.9,225.29,A,A4,"St. Mary's Health Care System, Inc.",3,RENT,68000.0,Source Verified,2011-12-01,0,debt_consolidation,Bank of America Pay-Off Loan,306xx,GA,7.98,2002-01-01,0,84.0,5,8783,82.9,14,7730.87,7730.87,6744.17,907.62,64.1,11.538,2014-11-01,225.29,2015-04-01
1300801,26000,26000,25975.0,60,16.77,642.96,D,D2,PepsiCo,10,MORTGAGE,53000.0,Verified,2011-12-01,0,home_improvement,Home Improvement,271xx,NC,11.77,1998-09-01,1,84.0,5,7560,72.7,14,9622.45,9613.3,3946.3,4391.9,1284.25,12.27,2013-02-01,642.96,2013-06-01
1299754,7000,7000,6975.0,60,11.71,154.69,B,B3,WA State vDSHS,6,MORTGAGE,69600.0,Verified,2011-12-01,0,credit_card,Debt consolidation,981xx,WA,26.22,1979-10-01,0,84.0,10,45449,90.9,23,6126.24,6104.36,3452.36,1790.2,883.68,156.0204,2014-10-01,154.69,2015-01-01
1300951,4000,4000,4000.0,36,7.51,124.45,A,A3,Vibrato Grill Jazz etc...,1,RENT,65000.0,Source Verified,2011-12-01,1,major_purchase,Boat Loan,902xx,CA,18.17,2002-10-01,0,84.0,10,10032,50.7,24,4182.25,4182.25,4000.0,182.25,0.0,0.0,2012-08-01,3313.87,2016-01-01
1300806,1500,1500,1500.0,36,17.27,53.69,D,D3,Walt Disney Co.,10,MORTGAGE,144000.0,Verified,2011-12-01,1,debt_consolidation,Debt consol,900xx,CA,8.23,1996-12-01,0,14.0,6,14186,97.8,14,1521.6,1521.6,1500.0,21.6,0.0,0.0,2012-02-01,1521.89,2012-02-01
1293857,19600,19600,19600.0,36,12.42,654.94,B,B4,Ajel Technologies Inc,2,RENT,75000.0,Verified,2011-12-01,1,credit_card,Personnel Loan,142xx,NY,11.62,2006-09-01,0,84.0,8,20355,50.1,12,21993.62,21993.62,19600.0,2393.62,0.0,0.0,2013-02-01,13491.06,2016-01-01
1300783,2500,2500,2500.0,36,11.71,82.69,B,B3,Bioscreen Clinical Servicesa,7,MORTGAGE,29000.0,Verified,2011-12-01,1,debt_consolidation,debt,850xx,AZ,18.7,2005-09-01,0,63.0,5,2668,66.7,13,2894.74,2894.74,2500.0,394.74,0.0,0.0,2013-11-01,1168.5,2016-01-01
1300476,10000,10000,10000.0,36,12.69,335.45,B,B5,nor cal beverage,2,RENT,70000.0,Not Verified,2011-12-01,0,credit_card,credit cards,956xx,CA,2.69,2000-10-01,0,84.0,5,6035,70.2,6,6351.59,6351.59,4513.35,1505.13,333.11,3.1464,2013-07-01,335.45,2013-12-01
1300506,10000,10000,10000.0,36,6.62,307.04,A,A2,penske logistics,5,RENT,45000.0,Not Verified,2011-12-01,1,credit_card,Credit Card,441xx,OH,26.85,1981-06-01,0,84.0,15,10133,70.4,40,11051.5238,11051.52,10000.0,1051.52,0.0,0.0,2015-01-01,319.94,2014-12-01
1300495,4225,4225,4225.0,36,12.42,141.18,B,B4,King County Sheriffs Office,5,MORTGAGE,55200.0,Not Verified,2011-12-01,1,other,Other,983xx,WA,17.61,2002-12-01,1,84.0,6,4055,73.7,12,5081.022961,5081.02,4225.0,856.02,0.0,0.0,2015-01-01,146.48,2014-12-01
1300072,3500,3500,3500.0,36,7.9,109.52,A,A4,impax laboratory,7,MORTGAGE,61440.0,Not Verified,2011-12-01,1,vacation,extra cash for vacation,945xx,CA,6.46,1997-01-01,0,9.0,6,15472,55.5,19,3942.078528,3942.08,3500.0,442.08,0.0,0.0,2015-01-01,3.62,2016-01-01
1300766,12000,12000,12000.0,36,6.62,368.45,A,A2,maroone chevrolet of west dade,10,MORTGAGE,56000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,330xx,FL,13.65,2000-05-01,0,84.0,7,9873,80.3,21,13262.20515,13262.21,12000.0,1262.21,0.0,0.0,2015-01-01,381.02,2015-01-01
1300722,16500,16500,16500.0,36,8.9,523.93,A,A5,CH Robinson,1,RENT,47000.0,Source Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,604xx,IL,9.06,2001-03-01,1,84.0,6,13917,38.8,24,18856.75782,18856.76,16500.0,2356.76,0.0,0.0,2014-12-01,1053.02,2016-01-01
1293224,22000,22000,21975.0,60,21.67,603.5,F,F3,Oxyheal health group,1,RENT,55000.0,Verified,2011-12-01,1,debt_consolidation,Debt consolidation ,985xx,WA,15.62,2001-04-01,1,84.0,9,20154,79.4,27,25023.2,24994.78,22000.01,3023.19,0.0,0.0,2013-11-01,407.7,2013-10-01
1293522,12000,12000,12000.0,36,14.65,413.94,C,C3,Social Security Administration - ODAR,1,RENT,71000.0,Verified,2011-12-01,1,credit_card,CREDIT CARD CONSOLIDATION,672xx,KS,14.87,1999-06-01,2,84.0,15,17972,71.0,38,12430.36,12430.36,12000.0,430.36,0.0,0.0,2012-03-01,11605.56,2016-01-01
1300716,15600,15600,15600.0,60,12.69,352.48,B,B5,corbett industries,10,RENT,50000.0,Source Verified,2011-12-01,1,vacation,vacation loan,109xx,NY,5.78,2003-06-01,1,84.0,8,8079,35.7,11,16894.08,16894.08,11631.87,5262.21,0.0,0.0,2016-01-01,352.48,2016-01-01
1300453,10800,10800,10800.0,36,12.42,360.89,B,B4,Hillstone Restaurant Group,8,RENT,135000.0,Verified,2011-12-01,1,credit_card,Paying off Credit Cards,917xx,CA,12.12,2002-10-01,0,84.0,14,18467,74.5,23,13004.14287,13004.14,10800.0,2204.14,0.0,0.0,2015-01-01,372.99,2015-01-01
1300438,14000,14000,14000.0,36,12.42,467.82,B,B4,CIty of Alpharetta,10,MORTGAGE,63000.0,Not Verified,2011-12-01,1,credit_card,Credit Card Refi 2011,300xx,GA,7.35,1993-11-01,0,84.0,5,17212,97.8,19,16789.07137,16789.07,14000.0,2789.07,0.0,0.0,2014-09-01,2309.01,2014-09-01
1296651,18825,18825,18800.0,60,17.58,473.75,D,D4,executive plaza,4,MORTGAGE,44000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,113xx,NY,24.98,2000-01-01,0,65.0,9,14092,93.2,20,22698.14,22668.18,13625.93,9072.21,0.0,0.0,2015-12-01,473.75,2016-01-01
1300689,6000,6000,6000.0,36,13.49,203.59,C,C1,No Title,5,MORTGAGE,50000.0,Not Verified,2011-12-01,1,debt_consolidation,Consolidation loan,880xx,NM,15.58,2003-05-01,1,49.0,8,7361,83.6,14,7325.298968,7325.3,6000.0,1325.3,0.0,0.0,2015-01-01,215.51,2016-01-01
1300423,12000,12000,12000.0,36,9.91,386.7,B,B1,Southern Methodist University,5,RENT,80000.0,Not Verified,2011-12-01,1,debt_consolidation,CC Consolidation,752xx,TX,14.83,2000-10-01,0,84.0,11,17536,67.7,21,13905.99717,13906.0,12000.0,1906.0,0.0,0.0,2014-10-01,965.7,2016-01-01
1295591,10000,10000,10000.0,36,12.42,334.16,B,B4,VirginiaMasonMedicalCenter,4,RENT,45000.0,Not Verified,2011-12-01,1,debt_consolidation,payoff credit cards,981xx,WA,10.45,2005-02-01,0,84.0,14,10177,51.6,19,12025.47063,12025.47,10000.0,2025.47,0.0,0.0,2015-01-01,348.59,2016-01-01
1293196,8000,8000,8000.0,36,7.9,250.33,A,A4,kenover marketing,2,RENT,78000.0,Not Verified,2011-12-01,1,vacation,vacation,112xx,NY,6.09,2006-01-01,1,84.0,16,15988,55.9,31,8846.24,8846.24,8000.0,846.24,0.0,0.0,2013-12-01,1095.85,2015-12-01
1300643,14125,14125,14125.0,36,9.91,455.18,B,B1,Citizens Utility Board of Oregon,1,RENT,33000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,972xx,OR,23.13,1997-12-01,3,84.0,12,19472,66.0,20,16055.99,16055.99,14125.0,1930.99,0.0,0.0,2013-12-01,6054.96,2013-12-01
1300646,14000,14000,14000.0,36,12.69,469.63,B,B5,Philips Healthcare,5,RENT,62800.0,Not Verified,2011-12-01,1,debt_consolidation,Credit Card Consolidation,980xx,WA,19.24,1994-11-01,1,84.0,10,13579,64.5,18,16897.17981,16897.18,14000.0,2897.18,0.0,0.0,2014-12-01,956.54,2016-01-01
1287925,13200,8975,8975.0,60,17.27,224.36,D,D3,"Cardinal Health Stafford, Texas.",3,RENT,26400.0,Source Verified,2011-12-01,1,small_business,Business,770xx,TX,9.64,2006-11-01,3,84.0,8,7411,50.1,12,10200.26,10200.26,8975.0,1225.26,0.0,0.0,2012-11-01,8187.44,2015-09-01
1300402,4000,4000,4000.0,36,19.03,146.69,E,E2,IBM,10,MORTGAGE,80000.0,Not Verified,2011-12-01,1,vacation,Loan2011,275xx,NC,20.59,1997-07-01,2,15.0,30,6654,22.6,56,4340.62,4340.62,4000.0,340.62,0.0,0.0,2013-01-01,785.51,2016-01-01
1279867,4000,4000,4000.0,36,12.69,134.18,B,B5,XOXO Salon,2,RENT,25000.0,Not Verified,2011-12-01,0,debt_consolidation,Car loan,802xx,CO,6.86,2005-02-01,3,84.0,5,8546,79.7,13,2022.66,2022.66,1373.86,498.22,150.58,1.55,2013-03-01,134.18,2014-08-01
1257917,10500,10500,10500.0,36,6.03,319.58,A,A1,DFW International Airport,10,MORTGAGE,65000.0,Source Verified,2011-12-01,1,debt_consolidation,Credit Card Consolidation,760xx,TX,10.36,1981-11-01,0,84.0,8,10729,18.7,16,11503.77547,11503.78,10500.0,1003.78,0.0,0.0,2014-12-01,643.26,2014-12-01
1291243,5500,5500,5500.0,36,7.9,172.1,A,A4,SCI Mahanoy,10,OWN,59000.0,Source Verified,2011-12-01,1,car,Car Loan,187xx,PA,6.65,1991-10-01,0,35.0,10,9130,43.3,23,6171.267137,6171.27,5500.0,671.27,0.0,0.0,2014-07-01,1186.09,2014-07-01
1300569,7350,7350,7350.0,36,11.71,243.11,B,B3,cyberpower,1,RENT,33000.0,Verified,2011-12-01,1,debt_consolidation,Credit card payment,917xx,CA,22.51,1998-05-01,1,84.0,13,24782,77.9,23,8725.632456,8725.63,7350.0,1375.63,0.0,0.0,2014-09-01,1204.05,2014-09-01
1300594,10000,10000,10000.0,36,12.42,334.16,B,B4,First National Bank of St. Louis,10,RENT,39000.0,Source Verified,2011-12-01,0,credit_card,credit card consolidation,630xx,MO,18.31,1998-08-01,1,84.0,7,11691,90.6,19,11604.88,11604.88,9635.96,1956.9,12.02,0.0,2014-04-01,4378.02,2016-01-01
